,X,sigma,Y
0,0.0,0.2,-10.052174302571615
1,1.001001001001001,0.2,-8.98798981198214
2,2.002002002002002,0.2,-7.721449389034131
3,3.0030030030030033,0.2,-7.572610727285845
4,4.004004004004004,0.2,-6.820007594186501
5,5.005005005005005,0.2,-6.7913536603349645
6,6.0060060060060065,0.2,-7.15276152486492
7,7.007007007007008,0.2,-7.979364410332933
8,8.008008008008009,0.2,-8.029298231700103
9,9.00900900900901,0.2,-9.586901545014323
10,10.01001001001001,0.2,-10.420079149227483
11,11.011011011011012,0.2,-11.101371825596447
12,12.012012012012013,0.2,-12.265851390503105
13,13.013013013013014,0.2,-12.582353018319331
14,14.014014014014016,0.2,-12.989635134221883
15,15.015015015015017,0.2,-13.094288849302151
16,16.016016016016017,0.2,-11.979056683122378
17,17.017017017017018,0.2,-11.696285726051205
18,18.01801801801802,0.2,-10.57512767798413
19,19.01901901901902,0.2,-9.586337096186584
20,20.02002002002002,0.2,-8.906999468449023
21,21.021021021021024,0.2,-8.095937253530682
22,22.022022022022025,0.2,-7.111971300758781
23,23.023023023023026,0.2,-6.385643022001304
24,24.024024024024026,0.2,-6.9235335333785715
25,25.025025025025027,0.2,-7.119590338967818
26,26.026026026026027,0.2,-7.462940275682799
27,27.027027027027028,0.2,-8.44453592735643
28,28.028028028028032,0.2,-9.424420479334671
29,29.029029029029033,0.2,-10.180810382203553
30,30.030030030030034,0.2,-11.24857278538342
31,31.031031031031034,0.2,-12.077123444263014
32,32.032032032032035,0.2,-12.57428238997135
33,33.033033033033036,0.2,-12.827542206573893
34,34.034034034034036,0.2,-12.265260037356779
35,35.03503503503504,0.2,-12.039929395226755
36,36.03603603603604,0.2,-11.146274783824044
37,37.03703703703704,0.2,-10.023410134042807
38,38.03803803803804,0.2,-9.150496230818717
39,39.03903903903904,0.2,-8.51928108962828
40,40.04004004004004,0.2,-7.601651940756811
41,41.04104104104105,0.2,-7.327003920205304
42,42.04204204204205,0.2,-6.323993964654695
43,43.04304304304305,0.2,-6.800760155667307
44,44.04404404404405,0.2,-7.289863298178345
45,45.04504504504505,0.2,-7.538509873876179
46,46.04604604604605,0.2,-8.465322954719014
47,47.04704704704705,0.2,-9.785878313342954
48,48.04804804804805,0.2,-10.189528671007192
49,49.04904904904905,0.2,-11.249122501169554
50,50.050050050050054,0.2,-11.906597097913592
51,51.051051051051054,0.2,-12.440619179364493
52,52.052052052052055,0.2,-12.273550357517152
53,53.053053053053056,0.2,-11.914175515161547
54,54.054054054054056,0.2,-11.828644545962668
55,55.05505505505506,0.2,-10.976568471133152
56,56.056056056056065,0.2,-10.18763897585155
57,57.057057057057065,0.2,-9.124039757191273
58,58.058058058058066,0.2,-7.766567727658009
59,59.05905905905907,0.2,-6.941578686016803
60,60.06006006006007,0.2,-6.849760601596637
61,61.06106106106107,0.2,-6.763580607005813
62,62.06206206206207,0.2,-6.772832595259437
63,63.06306306306307,0.2,-7.378464538778888
64,64.06406406406407,0.2,-7.702638615053188
65,65.06506506506507,0.2,-8.361478805430872
66,66.06606606606607,0.2,-9.528487409442258
67,67.06706706706707,0.2,-10.488754309803733
68,68.06806806806807,0.2,-10.980592460067415
69,69.06906906906907,0.2,-11.837902703901959
70,70.07007007007007,0.2,-12.251453918543428
71,71.07107107107107,0.2,-12.148161674355787
72,72.07207207207207,0.2,-11.941580970911264
73,73.07307307307308,0.2,-11.265173691445721
74,74.07407407407408,0.2,-10.387390523047948
75,75.07507507507508,0.2,-9.373045519871617
76,76.07607607607608,0.2,-8.657263663842247
77,77.07707707707708,0.2,-7.793186908467477
78,78.07807807807808,0.2,-6.773374671476942
79,79.07907907907908,0.2,-6.2004437074548395
80,80.08008008008008,0.2,-6.36091968351026
81,81.0810810810811,0.2,-6.4248822453803225
82,82.0820820820821,0.2,-6.733605221348323
83,83.0830830830831,0.2,-7.237031583047324
84,84.0840840840841,0.2,-8.568571295207779
85,85.0850850850851,0.2,-9.239402856458012
86,86.0860860860861,0.2,-10.166369592715617
87,87.0870870870871,0.2,-11.12329585231971
88,88.0880880880881,0.2,-11.550121195039809
89,89.0890890890891,0.2,-12.298738217857046
90,90.0900900900901,0.2,-11.74893350713169
91,91.0910910910911,0.2,-11.639136590018845
92,92.0920920920921,0.2,-11.164042034133134
93,93.0930930930931,0.2,-10.421491002540671
94,94.0940940940941,0.2,-9.111361121708077
95,95.0950950950951,0.2,-8.042066871854317
96,96.0960960960961,0.2,-7.5559246662795845
97,97.0970970970971,0.2,-6.877352116335345
98,98.0980980980981,0.2,-6.037651163257283
99,99.0990990990991,0.2,-5.813970071805831
100,100.10010010010011,0.2,-6.1188697938361765
101,101.10110110110111,0.2,-6.657774942470625
102,102.10210210210211,0.2,-7.335264875107662
103,103.10310310310311,0.2,-8.310696039183107
104,104.10410410410411,0.2,-9.638925150655462
105,105.10510510510511,0.2,-10.164340575265149
106,106.10610610610611,0.2,-11.05333597532849
107,107.10710710710711,0.2,-11.52256557158867
108,108.10810810810811,0.2,-11.911465820908889
109,109.10910910910911,0.2,-11.914222510119945
110,110.11011011011011,0.2,-11.095722271439755
111,111.11111111111111,0.2,-10.779262690163236
112,112.11211211211213,0.2,-9.589600291068374
113,113.11311311311313,0.2,-9.308281592271909
114,114.11411411411413,0.2,-8.16827095746217
115,115.11511511511513,0.2,-7.008604049773983
116,116.11611611611613,0.2,-6.603991496786061
117,117.11711711711713,0.2,-5.584404069705027
118,118.11811811811813,0.2,-5.7260575869007875
119,119.11911911911913,0.2,-6.162699961350947
120,120.12012012012013,0.2,-6.504571836698145
121,121.12112112112113,0.2,-7.507714500386278
122,122.12212212212214,0.2,-7.97754017930647
123,123.12312312312314,0.2,-9.22503090516006
124,124.12412412412414,0.2,-10.065104169554038
125,125.12512512512514,0.2,-10.888269071436241
126,126.12612612612614,0.2,-11.482449637777833
127,127.12712712712714,0.2,-11.531248404189725
128,128.12812812812814,0.2,-11.54096822538541
129,129.12912912912915,0.2,-11.193851180499452
130,130.13013013013014,0.2,-10.090140968122412
131,131.13113113113116,0.2,-9.52096223599433
132,132.13213213213214,0.2,-8.460453929810841
133,133.13313313313316,0.2,-7.3990117269107225
134,134.13413413413414,0.2,-6.437497465299356
135,135.13513513513516,0.2,-5.826086746721358
136,136.13613613613614,0.2,-5.574950656114738
137,137.13713713713716,0.2,-5.379753539569456
138,138.13813813813815,0.2,-5.985141996661217
139,139.13913913913916,0.2,-6.507260591886958
140,140.14014014014015,0.2,-7.205214573414339
141,141.14114114114116,0.2,-8.046574571124738
142,142.14214214214215,0.2,-9.292940463464214
143,143.14314314314316,0.2,-10.03825703735862
144,144.14414414414415,0.2,-10.709993521569269
145,145.14514514514516,0.2,-11.74652515242982
146,146.14614614614615,0.2,-11.872713972455044
147,147.14714714714717,0.2,-11.34908653749965
148,148.14814814814815,0.2,-10.811592720318616
149,149.14914914914917,0.2,-9.949171254204398
150,150.15015015015015,0.2,-8.962430764852838
151,151.15115115115117,0.2,-8.116659744625617
152,152.15215215215215,0.2,-6.977709940745069
153,153.15315315315317,0.2,-6.2057203289834195
154,154.15415415415416,0.2,-6.227339835883537
155,155.15515515515517,0.2,-5.450168700352259
156,156.15615615615616,0.2,-4.957260698192617
157,157.15715715715717,0.2,-5.530818663821473
158,158.15815815815816,0.2,-6.397328555171091
159,159.15915915915917,0.2,-7.692475059589726
160,160.16016016016016,0.2,-8.153504362170453
161,161.16116116116117,0.2,-9.531655699049232
162,162.1621621621622,0.2,-10.323643199309563
163,163.16316316316318,0.2,-10.908983108409808
164,164.1641641641642,0.2,-11.30016477471223
165,165.16516516516518,0.2,-11.129211587059693
166,166.1661661661662,0.2,-11.197426864585912
167,167.16716716716718,0.2,-10.825313637662102
168,168.1681681681682,0.2,-10.036089638987049
