,X,sigma,Y
0,0.0,0.2,-9.983641492531278
1,0.5002501250625313,0.2,-9.586870618733235
2,1.0005002501250626,0.2,-8.748175553412679
3,1.500750375187594,0.2,-8.596225288572061
4,2.001000500250125,0.2,-8.359865901490988
5,2.5012506253126565,0.2,-7.836371718414882
6,3.001500750375188,0.2,-7.618907270666298
7,3.501750875437719,0.2,-6.960597403607651
8,4.00200100050025,0.2,-6.937848178990634
9,4.502251125562782,0.2,-7.080738138023705
10,5.002501250625313,0.2,-6.719782796124813
11,5.502751375687844,0.2,-7.062052709664754
12,6.003001500750376,0.2,-7.258358325286717
13,6.503251625812907,0.2,-7.5288044723167085
14,7.003501750875438,0.2,-7.742878093021789
15,7.5037518759379696,0.2,-8.112217991543382
16,8.0040020010005,0.2,-8.575241398638465
17,8.504252126063033,0.2,-9.199636295851183
18,9.004502251125563,0.2,-9.105219598962712
19,9.504752376188094,0.2,-9.77252502944365
20,10.005002501250626,0.2,-10.536005224804194
21,10.505252626313158,0.2,-11.140437939029432
22,11.005502751375689,0.2,-11.457418762701606
23,11.505752876438219,0.2,-11.54470214237569
24,12.006003001500751,0.2,-12.103359851439091
25,12.506253126563283,0.2,-12.23983921134217
26,13.006503251625814,0.2,-12.84806919496489
27,13.506753376688344,0.2,-12.957202597740785
28,14.007003501750876,0.2,-12.973636215165596
29,14.507253626813409,0.2,-12.697007205028529
30,15.007503751875939,0.2,-13.080453245924074
31,15.50775387693847,0.2,-12.768885183311337
32,16.008004002001,0.2,-12.436714017548546
33,16.508254127063534,0.2,-11.969923405972107
34,17.008504252126066,0.2,-11.625167785441723
35,17.508754377188595,0.2,-11.268578136638885
36,18.009004502251127,0.2,-11.101947789320805
37,18.50925462731366,0.2,-10.203829627013967
38,19.009504752376188,0.2,-9.532849334651505
39,19.50975487743872,0.2,-9.473323400917632
40,20.010005002501252,0.2,-8.65393540039194
41,20.510255127563784,0.2,-8.293148271986427
42,21.010505252626317,0.2,-7.686002218342351
43,21.510755377688845,0.2,-7.744008162589981
44,22.011005502751377,0.2,-7.355244724328304
45,22.51125562781391,0.2,-7.153047728550664
46,23.011505752876438,0.2,-6.744026093111373
47,23.51175587793897,0.2,-6.596725178371088
48,24.012006003001503,0.2,-7.165306568490843
49,24.512256128064035,0.2,-6.796193731805939
50,25.012506253126567,0.2,-6.974329114156701
51,25.512756378189096,0.2,-7.311674327003068
52,26.013006503251628,0.2,-7.735321749202687
53,26.51325662831416,0.2,-8.294938504955507
54,27.01350675337669,0.2,-8.498781503056
55,27.51375687843922,0.2,-9.174380453259545
56,28.014007003501753,0.2,-9.649716301291225
57,28.514257128564285,0.2,-10.188206951916637
58,29.014507253626817,0.2,-10.256066886918328
59,29.514757378689346,0.2,-10.927700689578334
60,30.015007503751878,0.2,-11.504543110800936
61,30.51525762881441,0.2,-12.002388282169354
62,31.01550775387694,0.2,-11.719081797743527
63,31.51575787893947,0.2,-12.371715287751451
64,32.016008004002,0.2,-12.45071773369289
65,32.51625812906453,0.2,-12.67896803572976
66,33.01650825412707,0.2,-12.885987880959155
67,33.516758379189596,0.2,-12.878581600175407
68,34.01700850425213,0.2,-12.875999359614307
69,34.51725862931466,0.2,-12.29294193347848
70,35.01750875437719,0.2,-12.279325640148773
71,35.517758879439725,0.2,-11.822108222013004
72,36.018009004502254,0.2,-11.226725008072934
73,36.51825912956478,0.2,-10.640214622577007
74,37.01850925462732,0.2,-10.314181445071645
75,37.51875937968985,0.2,-9.683680150460555
76,38.019009504752376,0.2,-9.57152443378265
77,38.51925962981491,0.2,-8.901180244892853
78,39.01950975487744,0.2,-8.1935817365805
79,39.519759879939976,0.2,-7.9377664873908556
80,40.020010005002504,0.2,-7.588658547676007
81,40.52026013006503,0.2,-7.1105212649481135
82,41.02051025512757,0.2,-7.055623919369217
83,41.5207603801901,0.2,-6.597677720975894
84,42.02101050525263,0.2,-6.860296810125059
85,42.52126063031516,0.2,-6.561897896409692
86,43.02151075537769,0.2,-6.740558733211669
87,43.521760880440226,0.2,-7.269021806324323
88,44.022011005502755,0.2,-7.131823078815511
89,44.52226113056528,0.2,-7.254343834695619
90,45.02251125562782,0.2,-7.268597802298787
91,45.52276138069035,0.2,-7.748404879970817
92,46.023011505752876,0.2,-8.392286458377379
93,46.52326163081541,0.2,-9.190635048028556
94,47.02351175587794,0.2,-9.358238217783663
95,47.52376188094048,0.2,-10.095129334464085
96,48.024012006003005,0.2,-10.133534735807219
97,48.524262131065534,0.2,-11.011420755237843
98,49.02451225612807,0.2,-11.263727445429502
99,49.5247623811906,0.2,-11.570552578317352
100,50.025012506253134,0.2,-12.036698664301076
101,50.52526263131566,0.2,-12.407686481906975
102,51.02551275637819,0.2,-12.69576512197973
103,51.52576288144073,0.2,-12.769142621750905
104,52.026013006503256,0.2,-12.381118599750472
105,52.526263131565784,0.2,-12.626307832834666
106,53.02651325662832,0.2,-12.117913658595015
107,53.52676338169085,0.2,-12.17756638856105
108,54.02701350675338,0.2,-11.716112678662832
109,54.52726363181591,0.2,-11.377691585984625
110,55.02751375687844,0.2,-10.896685442070991
111,55.52776388194098,0.2,-10.676114500523367
112,56.028014007003506,0.2,-10.108098857166146
113,56.528264132066035,0.2,-9.398487744762242
114,57.02851425712857,0.2,-8.939076410287479
115,57.5287643821911,0.2,-8.65893993719226
116,58.029014507253635,0.2,-8.349812035311137
117,58.52926463231616,0.2,-7.341905189092925
118,59.02951475737869,0.2,-7.025287353881143
119,59.52976488244123,0.2,-6.661293093292687
120,60.030015007503756,0.2,-7.06534689809852
121,60.530265132566285,0.2,-6.310012759143211
122,61.03051525762882,0.2,-6.497664113392548
123,61.53076538269135,0.2,-6.176892412077202
124,62.03101550775388,0.2,-6.684853720772612
125,62.531265632816414,0.2,-6.7345350711134015
126,63.03151575787894,0.2,-7.028590697975507
127,63.53176588294148,0.2,-7.414968065400916
128,64.032016008004,0.2,-7.5550414954381555
129,64.53226613306654,0.2,-8.0701449690135
130,65.03251625812906,0.2,-8.616145919017617
131,65.5327663831916,0.2,-8.810205177999155
132,66.03301650825414,0.2,-9.45231356334702
133,66.53326663331666,0.2,-9.704356276557661
134,67.03351675837919,0.2,-10.409581856236063
135,67.53376688344173,0.2,-11.00117867004016
136,68.03401700850426,0.2,-11.373577745093598
137,68.53426713356679,0.2,-11.631729871599434
138,69.03451725862932,0.2,-11.674910278153693
139,69.53476738369186,0.2,-12.357922954042767
140,70.03501750875438,0.2,-12.048145680357887
141,70.53526763381691,0.2,-12.564263999517252
142,71.03551775887945,0.2,-12.537115275566642
143,71.53576788394197,0.2,-12.131862405507492
144,72.03601800900451,0.2,-12.356008245008663
145,72.53626813406704,0.2,-11.934072556427893
146,73.03651825912956,0.2,-11.43481811007881
