,X,sigma,Y
0,0.0,0.2,-10.209351574926249
1,1.001001001001001,0.2,-9.671935091359291
2,2.002002002002002,0.2,-9.329626931995964
3,3.0030030030030033,0.2,-9.064569288995699
4,4.004004004004004,0.2,-8.858072456860763
5,5.005005005005005,0.2,-8.33449221831378
6,6.0060060060060065,0.2,-8.059225282543453
7,7.007007007007008,0.2,-7.856427830724122
8,8.008008008008009,0.2,-7.6239597944106805
9,9.00900900900901,0.2,-7.6192676471445395
10,10.01001001001001,0.2,-7.080299460601305
11,11.011011011011012,0.2,-6.806147937961118
12,12.012012012012013,0.2,-6.846970301896932
13,13.013013013013014,0.2,-6.471453560246409
14,14.014014014014016,0.2,-5.853487805682491
15,15.015015015015017,0.2,-5.910105324935296
16,16.016016016016017,0.2,-5.828773624039192
17,17.017017017017018,0.2,-5.599564602875235
18,18.01801801801802,0.2,-5.194871605341329
19,19.01901901901902,0.2,-5.223618065899903
20,20.02002002002002,0.2,-4.646696981339232
21,21.021021021021024,0.2,-4.640244093937037
22,22.022022022022025,0.2,-4.892515878183222
23,23.023023023023026,0.2,-5.049591012203044
24,24.024024024024026,0.2,-4.308114772107821
25,25.025025025025027,0.2,-4.4965484506406215
26,26.026026026026027,0.2,-4.24646443981649
27,27.027027027027028,0.2,-3.980333277101988
28,28.028028028028032,0.2,-4.1724662786102815
29,29.029029029029033,0.2,-3.789078848767687
30,30.030030030030034,0.2,-3.609874124247006
31,31.031031031031034,0.2,-3.9271795077881912
32,32.032032032032035,0.2,-3.9611638198673487
33,33.033033033033036,0.2,-3.796784835654845
34,34.034034034034036,0.2,-3.3452052106862826
35,35.03503503503504,0.2,-3.329413757724283
36,36.03603603603604,0.2,-3.438797503177997
37,37.03703703703704,0.2,-3.4678888452847985
38,38.03803803803804,0.2,-2.860840525082308
39,39.03903903903904,0.2,-3.001226224503334
40,40.04004004004004,0.2,-3.0313064510185126
41,41.04104104104105,0.2,-2.3528503078471887
42,42.04204204204205,0.2,-2.650910093926664
43,43.04304304304305,0.2,-1.8794430582838908
44,44.04404404404405,0.2,-2.330282071843204
45,45.04504504504505,0.2,-1.7677795565890146
46,46.04604604604605,0.2,-1.6725037805753695
47,47.04704704704705,0.2,-1.6381176986979602
48,48.04804804804805,0.2,-1.1017443993308413
49,49.04904904904905,0.2,-1.1293867429329472
50,50.050050050050054,0.2,-0.8356161346900995
51,51.051051051051054,0.2,-0.6575598440083595
52,52.052052052052055,0.2,-0.5993035195531374
53,53.053053053053056,0.2,-0.0644740311679034
54,54.054054054054056,0.2,-0.2456582242630035
55,55.05505505505506,0.2,0.5220571037041657
56,56.056056056056065,0.2,0.6019125355034793
57,57.057057057057065,0.2,1.1474970023281195
58,58.058058058058066,0.2,1.090706809125221
59,59.05905905905907,0.2,1.2711455279648058
60,60.06006006006007,0.2,1.767960903844049
61,61.06106106106107,0.2,2.076567354846667
62,62.06206206206207,0.2,2.38964020344043
63,63.06306306306307,0.2,2.592759716166673
64,64.06406406406407,0.2,3.007655594001931
65,65.06506506506507,0.2,3.0381271180086116
66,66.06606606606607,0.2,3.4295324339344075
67,67.06706706706707,0.2,3.7296531104505273
68,68.06806806806807,0.2,3.9874910449149668
69,69.06906906906907,0.2,4.916762482430471
70,70.07007007007007,0.2,4.677456809205491
71,71.07107107107107,0.2,4.93795903937304
72,72.07207207207207,0.2,5.273200181675898
73,73.07307307307308,0.2,5.1459719009623734
74,74.07407407407408,0.2,5.4329331996196055
75,75.07507507507508,0.2,5.651091816629847
76,76.07607607607608,0.2,6.487106316234643
77,77.07707707707708,0.2,6.559756426629611
78,78.07807807807808,0.2,6.645188648726027
79,79.07907907907908,0.2,6.733434882025017
80,80.08008008008008,0.2,7.047164237767403
81,81.0810810810811,0.2,7.435654767063865
82,82.0820820820821,0.2,7.370052845238477
83,83.0830830830831,0.2,7.679222846504177
84,84.0840840840841,0.2,7.599178100535062
85,85.0850850850851,0.2,7.835811830246481
86,86.0860860860861,0.2,7.780897272942893
87,87.0870870870871,0.2,8.111838830118703
88,88.0880880880881,0.2,8.155376530168686
89,89.0890890890891,0.2,8.344379021290274
90,90.0900900900901,0.2,8.10987459239729
91,91.0910910910911,0.2,8.507841527143983
92,92.0920920920921,0.2,8.350474156479102
93,93.0930930930931,0.2,8.87838073499714
94,94.0940940940941,0.2,8.797491989225433
95,95.0950950950951,0.2,8.936393308879515
96,96.0960960960961,0.2,8.802133882416777
97,97.0970970970971,0.2,9.327468711237637
98,98.0980980980981,0.2,8.922610696970823
99,99.0990990990991,0.2,9.287985432106314
100,100.10010010010011,0.2,9.263042547563408
101,101.10110110110111,0.2,9.41553920535934
102,102.10210210210211,0.2,9.46501062170463
103,103.10310310310311,0.2,10.057842588658723
104,104.10410410410411,0.2,9.84322959618792
105,105.10510510510511,0.2,10.286947575063056
106,106.10610610610611,0.2,10.154889621797306
107,107.10710710710711,0.2,10.211581578041294
108,108.10810810810811,0.2,10.693136942724479
109,109.10910910910911,0.2,10.986995810901705
110,110.11011011011011,0.2,11.252112782228874
111,111.11111111111111,0.2,10.956810292152186
112,112.11211211211213,0.2,11.411615402991828
113,113.11311311311313,0.2,11.730268604981182
114,114.11411411411413,0.2,11.674584845012845
115,115.11511511511513,0.2,12.018454344193735
116,116.11611611611613,0.2,12.508052355694888
117,117.11711711711713,0.2,12.393951194986528
118,118.11811811811813,0.2,12.69773783231733
119,119.11911911911913,0.2,12.823031817438302
120,120.12012012012013,0.2,13.441583710861828
121,121.12112112112113,0.2,13.996425307944502
122,122.12212212212214,0.2,14.478569995356295
123,123.12312312312314,0.2,14.385270881339729
124,124.12412412412414,0.2,14.649638452482554
125,125.12512512512514,0.2,14.970266216420136
126,126.12612612612614,0.2,15.272217992166889
127,127.12712712712714,0.2,15.908145294824562
128,128.12812812812814,0.2,15.802763167648003
129,129.12912912912915,0.2,15.928103097621104
130,130.13013013013014,0.2,16.49979475269002
131,131.13113113113116,0.2,16.631665857330734
132,132.13213213213214,0.2,16.939201053577854
133,133.13313313313316,0.2,17.288653129542688
134,134.13413413413414,0.2,17.6914995943984
135,135.13513513513516,0.2,17.696520824143867
136,136.13613613613614,0.2,18.005083488557286
137,137.13713713713716,0.2,18.43596046556502
138,138.13813813813815,0.2,18.307435781501102
139,139.13913913913916,0.2,18.81981419317324
140,140.14014014014015,0.2,18.97235850604237
141,141.14114114114116,0.2,19.12966242077537
142,142.14214214214215,0.2,19.65441438629323
143,143.14314314314316,0.2,19.330180245252134
144,144.14414414414415,0.2,19.511032949885358
145,145.14514514514516,0.2,20.05022011399738
146,146.14614614614615,0.2,19.944192738430317
147,147.14714714714717,0.2,20.555220453646783
148,148.14814814814815,0.2,20.288043000263986
149,149.14914914914917,0.2,19.926936837985465
150,150.15015015015015,0.2,20.7041880707836
151,151.15115115115117,0.2,20.802978643133414
152,152.15215215215215,0.2,20.86904313915337
153,153.15315315315317,0.2,20.710826904242122
154,154.15415415415416,0.2,21.072569070879524
155,155.15515515515517,0.2,21.27883208112613
156,156.15615615615616,0.2,21.368682622350974
157,157.15715715715717,0.2,21.345068773887327
158,158.15815815815816,0.2,21.430527637673777
159,159.15915915915917,0.2,21.497060436878858
160,160.16016016016016,0.2,21.95687501007053
161,161.16116116116117,0.2,21.793166656586433
162,162.1621621621622,0.2,22.15755712214675
163,163.16316316316318,0.2,22.312951396229032
164,164.1641641641642,0.2,22.06901082456869
165,165.16516516516518,0.2,22.307998331403958
166,166.1661661661662,0.2,22.63235576887766
167,167.16716716716718,0.2,22.389034682597693
168,168.1681681681682,0.2,22.797026635058252
169,169.16916916916918,0.2,22.876043045506048
170,170.1701701701702,0.2,23.06503682152215
171,171.17117117117118,0.2,23.153896392808388
172,172.1721721721722,0.2,23.104322269346877
173,173.17317317317318,0.2,23.407473963016216
174,174.1741741741742,0.2,23.908745991646096
175,175.17517517517518,0.2,23.941536399438885
176,176.1761761761762,0.2,24.310511973099306
177,177.17717717717719,0.2,24.511735297577438
178,178.1781781781782,0.2,24.934403472023835
179,179.1791791791792,0.2,24.95225400326823
180,180.1801801801802,0.2,25.187936763924807
181,181.1811811811812,0.2,25.464603382625782
182,182.1821821821822,0.2,25.853806999736378
183,183.1831831831832,0.2,25.453649654117715
184,184.1841841841842,0.2,26.170464593629976
185,185.1851851851852,0.2,26.9226414761263
186,186.1861861861862,0.2,26.864608462660577
187,187.1871871871872,0.2,27.52849118641852
188,188.1881881881882,0.2,27.32939084166141
189,189.1891891891892,0.2,27.99392874866424
190,190.1901901901902,0.2,28.248145029286068
191,191.1911911911912,0.2,28.529821844908266
192,192.1921921921922,0.2,28.990069759294826
193,193.19319319319322,0.2,29.13742486354252
194,194.1941941941942,0.2,29.500638731120883
195,195.19519519519523,0.2,29.78835799928395
196,196.1961961961962,0.2,29.970054139500988
197,197.19719719719723,0.2,30.450240792420132
198,198.1981981981982,0.2,30.416031584034407
199,199.19919919919923,0.2,30.831182122307737
200,200.20020020020021,0.2,31.116557235725733
201,201.20120120120123,0.2,31.05049778979028
202,202.20220220220222,0.2,31.420572983407432
203,203.20320320320323,0.2,31.707249535341845
204,204.20420420420422,0.2,31.806420675980867
205,205.20520520520523,0.2,32.17083365288795
206,206.20620620620622,0.2,32.62755867778605
207,207.20720720720723,0.2,32.538952239054645
208,208.20820820820822,0.2,32.37694023554511
209,209.20920920920923,0.2,32.76799450265104
210,210.21021021021022,0.2,32.87236520955442
211,211.21121121121124,0.2,33.35467174852445
212,212.21221221221222,0.2,33.180857772906485
213,213.21321321321324,0.2,33.31666011470567
214,214.21421421421422,0.2,33.391535180950825
215,215.21521521521524,0.2,33.84462970101696
216,216.21621621621622,0.2,33.90724358293336
217,217.21721721721724,0.2,33.562501177365334
218,218.21821821821823,0.2,33.84927188930485
219,219.21921921921924,0.2,33.925632526641095
220,220.22022022022023,0.2,34.335529922079886
221,221.22122122122124,0.2,34.30453897164864
222,222.22222222222223,0.2,34.122161659890246
223,223.22322322322324,0.2,34.50415363600163
224,224.22422422422426,0.2,34.567106745996234
225,225.22522522522524,0.2,34.09410804436493
226,226.22622622622626,0.2,34.56603799713529
227,227.22722722722725,0.2,34.83820344437415
228,228.22822822822826,0.2,34.815436411281944
229,229.22922922922925,0.2,35.21203286889368
230,230.23023023023026,0.2,35.44162280748765
231,231.23123123123125,0.2,35.512981297158746
232,232.23223223223226,0.2,35.74164175910151
233,233.23323323323325,0.2,35.60086396177785
234,234.23423423423426,0.2,35.948298436243135
235,235.23523523523525,0.2,36.08904087911354
236,236.23623623623627,0.2,36.60066929603915
237,237.23723723723725,0.2,36.151634925141664
238,238.23823823823827,0.2,36.72234610439153
239,239.23923923923925,0.2,36.861108167460756
240,240.24024024024027,0.2,36.91501266799086
241,241.24124124124126,0.2,37.58410480663489
242,242.24224224224227,0.2,37.534631603998136
243,243.24324324324326,0.2,37.71486666358004
244,244.24424424424427,0.2,37.86963980125329
245,245.24524524524526,0.2,38.6138969241571
246,246.24624624624627,0.2,38.63736699559991
247,247.24724724724726,0.2,38.95841652187615
248,248.24824824824827,0.2,39.480984736937856
249,249.24924924924926,0.2,39.83270695783029
250,250.25025025025028,0.2,40.01954866424979
251,251.25125125125126,0.2,40.24025592346776
252,252.25225225225228,0.2,40.07008581165847
253,253.25325325325326,0.2,40.52294351857478
254,254.25425425425428,0.2,41.01097254713284
255,255.25525525525526,0.2,40.720459708688104
256,256.2562562562563,0.2,41.356062921652786
257,257.25725725725727,0.2,41.509697564250956
258,258.2582582582583,0.2,41.67227609011227
259,259.2592592592593,0.2,41.77857824925577
260,260.2602602602603,0.2,41.83729154866647
261,261.26126126126127,0.2,42.26997428465845
262,262.2622622622623,0.2,42.480952586657764
263,263.2632632632633,0.2,42.434200012822224
264,264.2642642642643,0.2,42.59643782767125
265,265.26526526526527,0.2,42.95406344775692
266,266.2662662662663,0.2,43.24223989832096
267,267.2672672672673,0.2,43.35321288729885
268,268.2682682682683,0.2,43.520924121090914
269,269.2692692692693,0.2,44.180472829955825
270,270.2702702702703,0.2,43.836916218203086
271,271.2712712712713,0.2,44.17851342063749
272,272.2722722722723,0.2,44.14866167995291
273,273.2732732732733,0.2,44.49735495102156
274,274.2742742742743,0.2,45.00355769764473
275,275.2752752752753,0.2,45.17834429313933
276,276.2762762762763,0.2,45.406791437653055
277,277.2772772772773,0.2,45.36889964400776
278,278.2782782782783,0.2,45.34069391973981
279,279.2792792792793,0.2,45.778965593176224
280,280.2802802802803,0.2,46.218106735546
281,281.2812812812813,0.2,46.04616529564915
282,282.2822822822823,0.2,46.6140633838192
283,283.2832832832833,0.2,46.60689944102981
284,284.2842842842843,0.2,46.83480376058112
285,285.2852852852853,0.2,47.14410498351728
286,286.2862862862863,0.2,47.44598511198608
287,287.2872872872873,0.2,47.07480719109885
288,288.2882882882883,0.2,47.67970058825347
289,289.28928928928934,0.2,48.11472131093882
290,290.29029029029033,0.2,47.81337634897027
291,291.2912912912913,0.2,48.45625431565654
292,292.2922922922923,0.2,48.16911290493733
293,293.29329329329335,0.2,48.80165803565986
294,294.29429429429433,0.2,48.55434410329621
295,295.2952952952953,0.2,49.30031086872278
296,296.2962962962963,0.2,49.694836060974126
297,297.29729729729735,0.2,49.30131653094239
298,298.29829829829833,0.2,49.68820029240646
299,299.2992992992993,0.2,49.70143825949315
300,300.3003003003003,0.2,50.166784859658605
301,301.30130130130135,0.2,50.1005097813125
302,302.30230230230234,0.2,50.179260203043086
303,303.3033033033033,0.2,50.54705637443796
304,304.3043043043043,0.2,50.93408898269256
305,305.30530530530535,0.2,50.95554806237326
306,306.30630630630634,0.2,51.36758758476634
307,307.3073073073073,0.2,51.354681736483
308,308.3083083083083,0.2,51.6677080996726
309,309.30930930930936,0.2,51.89285772413206
310,310.31031031031034,0.2,51.91102710569673
311,311.31131131131133,0.2,52.32916176261213
312,312.3123123123123,0.2,52.490619525505295
313,313.31331331331336,0.2,52.68088027844988
314,314.31431431431434,0.2,52.835869243324616
315,315.31531531531533,0.2,52.76821385270664
316,316.3163163163163,0.2,53.299120496075446
317,317.31731731731736,0.2,53.21076413953759
318,318.31831831831835,0.2,53.844586171099714
319,319.31931931931933,0.2,54.35374305202304
